"host_id.x","host_id.y","numReviewers"
"H32067","H301975",3
"H32067","H32015",7
"H32067","H38381966",4
"H32067","H4240274",2
"H32067","H4331097",3
"H32067","H44746585",2
"H32067","H46630199",4
"H32067","H481929",6
"H32067","H5059",7
"H32067","H53670",3
"H32067","H56646",2
"H32067","H5778691",3
"H32067","H6421422",2
"H32067","H7025353",3
"H32067","H949856",10
"H3221627","H8008783",2
"H3238684","H110003",2
"H3238684","H1565502",3
"H3238684","H20916687",2
"H3238684","H3318111",4
"H3251247","H17916157",2
"H3251247","H46630199",2
"H3261351","H17964679",4
"H3261351","H2261483",6
"H3261351","H7920042",2
"H32697217","H1479590",3
"H32782305","H38683977",6
"H32837957","H17035196",2
"H32837957","H5472462",2
"H32837957","H6263160",2
"H32837957","H76893149",2
"H32844998","H1096793",2
"H32844998","H11611752",2
"H32844998","H13242357",2
"H32844998","H17633",3
"H32844998","H22145812",3
"H32844998","H24049370",4
"H32844998","H30100464",2
"H32844998","H3330273",9
"H32844998","H53580080",9
"H32844998","H7025353",4
"H32844998","H7612267",3
"H32844998","H8160186",2
"H32844998","H9068009",3
"H32868580","H16088708",2
"H32868580","H4798323",2
"H32868580","H55568121",2
"H32868580","H7991441",2
"H3289706","H65220625",2
"H3289706","H8371072",2
"H32959018","H27323824",2
"H32959018","H6624445",2
"H3300249","H47426300",2
"H33109594","H21569885",2
"H33109594","H4150058",2
"H33109594","H5121445",7
"H3318111","H1565502",4
"H3318111","H29862214",2
"H3318111","H3238684",4
"H3318111","H4212613",4
"H33214976","H5366096",2
"H33262773","H110003",3
"H33262773","H14366260",2
"H33262773","H26675704",11
"H33262773","H3077051",2
"H33262773","H332901",2
"H33262773","H35295069",4
"H33262773","H41667459",2
"H33262773","H45869520",11
"H33262773","H476644",11
"H33262773","H6336395",3
"H33262773","H6492604",11
"H33262773","H8261484",4
"H332901","H27696",2
"H332901","H2798",4
"H332901","H3077051",2
"H332901","H33262773",2
"H332901","H3393172",2
"H332901","H53927",2
"H332901","H5900428",2
"H332901","H695008",2
"H332901","H8041566",10
"H332901","H824423",2
"H3330273","H16088708",2
"H3330273","H17633",3
"H3330273","H22145812",3
"H3330273","H24049370",3
"H3330273","H32844998",9
"H3330273","H5356790",2
"H3330273","H53580080",9
"H3330273","H7025353",3
"H3330273","H7612267",3
"H3330273","H9068009",3
"H33313857","H13275854",3
"H33313857","H22756175",2
"H33313857","H301975",3
"H33313857","H3331633",2
"H33313857","H4212613",7
"H33313857","H4240274",2
"H33313857","H62968823",2
"H33313857","H75679",15
"H33313857","H8223833",3
"H33313857","H9794313",2
"H3331633","H12923983",2
"H3331633","H22756175",4
"H3331633","H27696",2
"H3331633","H33313857",2
"H3331633","H3936592",2
"H3331633","H6059772",2
"H3331633","H62968823",4
"H3331633","H75679",2
"H33361927","H3672670",3
"H33361927","H39378038",3
"H333630","H301975",2
"H33431046","H2726546",2
"H33431046","H7025353",2
"H33524439","H1721549",2
"H33524439","H23848897",2
"H33524439","H24426199",2
"H3354849","H10017900",2
"H3354849","H43492585",6
"H33663667","H2944360",2
"H33663667","H39930655",6
"H33664909","H110051006",2
"H33665123","H87977393",2
"H33747834","H106550",2
"H33747834","H13275854",2
"H33747834","H16897313",2
"H33747834","H17256405",2
"H33747834","H19679546",2
"H33747834","H21088669",2
"H33747834","H22153615",2
"H33747834","H2252538",2
"H33747834","H2363299",2
"H33747834","H24599895",2
"H33747834","H27696",2
"H33747834","H2944360",2
"H33747834","H29462405",2
"H33747834","H3393172",2
"H33747834","H34193611",4
"H33747834","H4627692",2
"H33747834","H53056625",2
"H33747834","H56646",2
"H33747834","H5968774",2
"H33747834","H7988686",2
"H33747834","H9240073",2
"H3393172","H14497401",2
"H3393172","H1565502",2
"H3393172","H16088708",2
"H3393172","H1721549",2
"H3393172","H21088669",2
"H3393172","H22717482",2
"H3393172","H25188",2
"H3393172","H29462405",2
"H3393172","H332901",2
"H3393172","H33747834",2
"H3393172","H34193611",2
"H3393172","H35004",3
"H3393172","H35295069",4
"H3393172","H3576720",2
"H3393172","H39930655",4
"H3393172","H4240274",2
"H3393172","H43372526",2
"H3393172","H43865979",2
"H3393172","H47426300",2
"H3393172","H56624653",2
"H3393172","H5968774",11
"H3393172","H6336395",5
"H3393172","H695008",2
"H3393172","H8261484",3
"H33992584","H12710712",2
"H34062975","H12234363",2
"H3406465","H36719879",3
"H34104860","H12514858",2
"H34104860","H13000882",2
"H34104860","H2252538",2
"H34104860","H24590159",2
"H34104860","H562582",2
"H34104860","H6059772",3
"H34104860","H6090773",2
"H34104860","H8678995",2
"H34104860","H89145200",2
"H3417061","H8828921",2
"H34193611","H106550",2
"H34193611","H13275854",2
"H34193611","H16897313",2
"H34193611","H17256405",2
"H34193611","H19679546",2
"H34193611","H21088669",2
"H34193611","H21910309",2
"H34193611","H22153615",2
"H34193611","H2252538",2
"H34193611","H2363299",2
"H34193611","H24599895",2
"H34193611","H27696",2
"H34193611","H2944360",2
"H34193611","H29462405",2
"H34193611","H33747834",4
"H34193611","H3393172",2
"H34193611","H3781807",2
"H34193611","H39930655",2
"H34193611","H4627692",2
"H34193611","H4872794",2
"H34193611","H53056625",2
"H34193611","H56646",2
"H34193611","H5968774",2
"H34193611","H7988686",2
"H34193611","H9240073",2
"H342154","H17633",2
"H342154","H27696",2
"H34308542","H94800793",2
"H34312","H14328004",2
"H34312","H2598912",2
"H343320","H110003",5
"H343320","H11611752",5
"H343320","H11970274",5
"H343320","H1215860",42
"H343320","H14631970",5
"H343320","H1565502",2
"H343320","H1601409",5
"H343320","H17544374",2
"H343320","H17633",2
"H343320","H1972308",2
"H343320","H2020995",80
"H343320","H2070536",5
"H343320","H2252538",32
"H343320","H22731277",5
"H343320","H25338537",2
"H343320","H27696",5
"H343320","H29711",2
"H343320","H301975",49
"H343320","H3102692",5
"H343320","H34659809",2
"H343320","H36482071",5
"H343320","H38289794",5
"H343320","H4125146",5
"H343320","H4645",16
"H343320","H5059",16
"H343320","H5121445",25
"H343320","H5214312",5
"H343320","H616715",32
"H343320","H695008",64
"H343320","H8043437",2
"H343320","H8347591",10
"H343320","H849008",5
"H343320","H8637875",2
"H343320","H970466",16
"H3439756","H36287793",2
"H3440635","H16442013",2
"H3440635","H26017860",2
"H3440635","H3914691",2
"H3440635","H47426300",7
"H3453489","H13000882",2
"H34544632","H56885621",2
"H34659809","H25197983",2
"H34659809","H343320",2
"H3474736","H39930655",2
"H3474736","H7025353",3
"H34779642","H8828921",2
"H347943","H17633",4
"H347943","H22801633",5
"H347943","H253258",2
"H347943","H31600200",2
"H347943","H3873893",2
"H347943","H39930655",5
"H347943","H54846861",2
"H347943","H5778691",3
"H3485360","H6353432",2
"H35004","H18761839",2
"H35004","H22717482",2
"H35004","H3393172",3
"H35004","H5968774",8
"H35004","H6059772",2
"H35004","H695008",2
"H35004","H705346",4
"H3502903","H46800409",2
"H3517743","H15878465",2
"H3517743","H75194386",2
"H35194575","H42704857",4
"H35295069","H15268222",4
"H35295069","H2072106",4
"H35295069","H2598912",4
"H35295069","H2629218",4
"H35295069","H31868593",4
"H35295069","H33262773",4
"H35295069","H3393172",4
"H35295069","H36812494",4
"H35295069","H45070984",4
"H35295069","H6105873",4
"H35295069","H6150789",4
"H35295069","H6336395",12
"H35295069","H72578058",4
"H35295069","H76752552",4
"H35295069","H8261484",12
"H35295069","H90860645",4
"H35390000","H4240274",2
"H35390000","H6429318",2
"H35390000","H7025353",3
"H35424150","H36812494",2
"H35424150","H36956784",2
"H35456515","H11611752",2
"H35456515","H11630609",3
"H35456515","H13743641",2
"H35456515","H1721549",2
"H35456515","H17633",2
"H35456515","H21032851",6
"H35456515","H24336073",2
"H35456515","H27956906",2
"H35456515","H31548826",3
"H35456515","H39930655",2
"H35456515","H53137795",5
"H35456515","H7025353",2
"H35456515","H7612267",2
"H35456515","H8008783",7
"H35456515","H87346288",7
"H35456515","H9746136",2
"H35522770","H3618468",5
"H35522770","H7025353",2
"H35672131","H109447751",2
"H35672131","H22456488",4
"H35672131","H25202519",3
"H35672131","H29712821",12
"H35672131","H40797092",3
"H35672131","H4212613",3
"H35672131","H5795",3
"H35672131","H5803",3
"H35672131","H6256099",2
"H3574033","H11611752",2
"H3574033","H13275854",2
"H3574033","H14545864",2
"H3574033","H24447822",2
"H3574033","H27696",3
"H3574033","H46582948",3
"H3574033","H6336395",3
"H3574033","H7025353",5
"H3576720","H15976825",2
"H3576720","H17633",2
"H3576720","H19008477",2
"H3576720","H22717482",2
"H3576720","H3393172",2
"H3576720","H39930655",2
"H3576720","H5968774",8
"H3576720","H83234",2
"H3579390","H27696",2
"H35794807","H102276345",2
"H35794807","H11630609",3
"H35794807","H21032851",3
"H35794807","H24049370",2
"H35794807","H24336073",2
"H35794807","H29827252",2
"H35794807","H31548826",3
"H35794807","H46582948",3
"H35794807","H53137795",5
"H35794807","H58120719",2
"H35794807","H67823234",2
"H35794807","H8008783",7
"H35794807","H87346288",7
"H35820399","H46630199",2
"H35881561","H24459644",2
"H3618468","H35522770",5
"H3618468","H7025353",3
"H36270684","H11231930",2
"H36270684","H1565502",2
"H36270684","H20161222",2
"H36270684","H39823532",2
"H36270684","H55133178",2
"H36287793","H3439756",2
"H36385637","H11102678",2
"H36385637","H22239362",2
"H36385637","H49032271",2
"H36437295","H56885621",4
"H36437295","H77940058",16
"H36482071","H1215860",2
"H36482071","H1468624",2
"H36482071","H1546598",3
"H36482071","H18180612",2
"H36482071","H2440699",2
"H36482071","H343320",5
"H36482071","H46326018",2
"H36482071","H466987",12
"H36482071","H5121445",5
"H36482071","H6353432",5
"H36482071","H75679",2
"H36482071","H7671263",2
"H36482071","H8347591",2
"H36482071","H9794313",3
"H3670724","H1549335",2
"H3670724","H3936592",2
"H36719879","H3406465",3
"H3672670","H11391933",3
"H3672670","H12037959",5
"H3672670","H22932609",24
"H3672670","H29712821",3
"H3672670","H33361927",3
"H3672670","H4240274",8
"H3672670","H44949993",2
"H3672670","H466987",32
"H3672670","H5487930",3
"H3672670","H56885621",4
"H3672670","H7042945",5
"H3672670","H75208389",2
"H36812494","H15830506",2
"H36812494","H18220671",2
"H36812494","H23630423",2
"H36812494","H35295069",4
"H36812494","H35424150",2
"H36812494","H4240274",3
"H36812494","H6336395",3
"H36812494","H69033883",2
"H36812494","H8261484",3
"H36956784","H1624394",2
"H36956784","H35424150",2
"H37033812","H22611225",3
"H372412","H26874029",2
"H3738638","H13505475",2
"H37604004","H4627692",3
"H3765717","H14764323",2
"H3765717","H22666136",2
"H3765717","H32015",2
"H3765717","H5816475",2
"H3765717","H8828921",2
"H3768","H2291656",2
"H3772216","H5366096",2
"H37722870","H11656766",2
"H37722870","H21032851",5
"H37722870","H39930655",2
"H37722870","H45729407",2
"H37722870","H55026621",6
"H37722870","H68260527",2
"H37722870","H89016153",2
"H37722870","H89220762",2
"H37811920","H1864688",2
"H37811920","H3142082",2
"H3781807","H10017900",2
"H3781807","H17834891",2
"H3781807","H20530337",3
"H3781807","H25539909",2
"H3781807","H2909888",2
"H3781807","H34193611",2
"H3781807","H6147951",2
"H37919321","H5448602",2
"H37920286","H75679",2
"H37920286","H94817399",2
"H3794441","H1187360",2
"H3794441","H14808350",2
"H3794441","H15808010",2
"H3794441","H67966277",61
"H3794441","H69033883",2
"H3794441","H745305",10
"H3805104","H21032851",5
"H38174123","H22717482",2
"H38174123","H46630199",2
"H38174123","H5968774",8
"H38289794","H1215860",2
"H38289794","H23630423",2
"H38289794","H24421384",2
"H38289794","H343320",5
"H38289794","H39930655",3
"H38289794","H5121445",5
"H38289794","H8347591",4
"H38381966","H32067",4
"H38381966","H8008783",3
"H3847743","H1728040",2
"H38641","H481929",3
"H38662803","H127719",2
"H38662803","H51803920",2
"H38683977","H32782305",6
"H38683977","H67966277",6
"H38713270","H18896296",2
"H3873893","H1369442",2
"H3873893","H1479590",3
"H3873893","H17633",2
"H3873893","H1864688",4
"H3873893","H28827689",4
"H3873893","H347943",2
"H3873893","H5778691",2
"H3873893","H6429318",2
"H3873893","H8008783",3
"H38947650","H2366791",2
"H39081821","H47927374",10
"H3914691","H10256614",2
"H3914691","H10292499",2
"H3914691","H10808381",2
"H3914691","H108566353",2
"H3914691","H11980555",3
"H3914691","H15830506",2
"H3914691","H16442013",4
"H3914691","H17633",2
"H3914691","H26017860",4
"H3914691","H2944360",2
"H3914691","H3111772",2
"H3914691","H3440635",2
"H3914691","H46020006",2
"H3914691","H46630199",2
"H3914691","H47426300",14
"H3914691","H4913086",2
"H3914691","H4921735",2
"H3914691","H55825734",2
"H3914691","H68392253",2
"H3914691","H69845083",2
"H3914691","H7025353",5
"H3914691","H7762489",2
"H39168534","H13817352",2
"H39168534","H14594385",2
"H39168534","H41047431",4
"H39168534","H592752",5
"H392506","H10676734",2
"H39337759","H6429318",2
"H39337759","H705346",2
"H3936592","H2222558",2
"H3936592","H24426199",2
"H3936592","H26123572",2
"H3936592","H3331633",2
"H3936592","H3670724",2
"H3936592","H4411541",2
"H3936592","H63974750",3
"H3936592","H6753773",2
"H39378038","H33361927",3
"H39462104","H9296587",2
"H39512200","H14275599",4
"H39512200","H1565502",12
"H39512200","H28827689",5
"H39724442","H9459843",2
"H39724442","H9520083",3
"H39742620","H17633",4
"H39742620","H2070536",2
"H39742620","H2629218",3
"H39742620","H46630199",2
"H39742620","H867791",2
"H39767027","H27998750",2
"H39767027","H75679",3
"H39823532","H11822061",2
"H39823532","H36270684",2
"H39930655","H1000206",4
"H39930655","H10364668",2
"H39930655","H10407231",2
"H39930655","H10656987",6
"H39930655","H10664333",2
"H39930655","H10871811",3
"H39930655","H109316702",2
"H39930655","H11611752",18
"H39930655","H11887826",2
"H39930655","H11980555",3
"H39930655","H1226386",6
"H39930655","H12763669",3
"H39930655","H13817352",3
"H39930655","H1399272",2
"H39930655","H14123150",4
"H39930655","H14363575",7
"H39930655","H1468884",6
"H39930655","H14907355",6
"H39930655","H15224957",2
"H39930655","H15902586",4
"H39930655","H17633",8
"H39930655","H17923213",3
"H39930655","H18220671",7
"H39930655","H1864688",13
"H39930655","H1910090",6
"H39930655","H19588566",8
"H39930655","H2070536",8
"H39930655","H21132530",2
"H39930655","H21176268",3
"H39930655","H21493494",9
"H39930655","H21506582",6
"H39930655","H2153896",2
"H39930655","H21646585",2
"H39930655","H21741983",2
"H39930655","H21974160",3
"H39930655","H22239362",4
"H39930655","H2261483",4
"H39930655","H23610943",4
"H39930655","H23630423",2
"H39930655","H24902540",2
"H39930655","H25188",5
"H39930655","H25197983",2
"H39930655","H2598912",6
"H39930655","H26675704",3
"H39930655","H2726546",7
"H39930655","H27323824",3
"H39930655","H27746397",2
"H39930655","H2798",2
"H39930655","H28011820",3
"H39930655","H28827689",2
"H39930655","H2944360",11
"H39930655","H31600200",4
"H39930655","H33663667",6
"H39930655","H3393172",4
"H39930655","H34193611",2
"H39930655","H3474736",2
"H39930655","H347943",5
"H39930655","H35456515",2
"H39930655","H3576720",2
"H39930655","H37722870",2
"H39930655","H38289794",3
"H39930655","H39978736",2
"H39930655","H41047431",6
"H39930655","H41149223",4
"H39930655","H4191377",3
"H39930655","H4240274",2
"H39930655","H42599593",6
"H39930655","H4420984",4
"H39930655","H46521595",2
"H39930655","H46630199",2
"H39930655","H47988973",3
"H39930655","H4872794",2
"H39930655","H49573814",4
"H39930655","H5094757",2
"H39930655","H511136",2
"H39930655","H5159",2
"H39930655","H54846861",4
"H39930655","H5487930",7
"H39930655","H55026621",5
"H39930655","H55781438",3
"H39930655","H5592835",2
"H39930655","H56885621",2
"H39930655","H5778691",4
"H39930655","H58166745",3
"H39930655","H583741",4
"H39930655","H5837419",2
"H39930655","H6059772",2
"H39930655","H6421422",2
"H39930655","H6429318",4
"H39930655","H6757090",6
"H39930655","H68260527",7
"H39930655","H6877189",3
"H39930655","H68832262",4
"H39930655","H7025353",8
"H39930655","H72911432",2
"H39930655","H74778",2
"H39930655","H77230802",2
"H39930655","H7991441",2
"H39930655","H8008783",11
"H39930655","H8119528",2
"H39930655","H8143228",2
"H39930655","H8160186",3
"H39930655","H82207769",4
"H39930655","H8233772",6
"H39930655","H8347591",2
"H39930655","H8354112",3
"H39930655","H8386207",8
"H39930655","H8554252",2
"H39930655","H89849",7
"H39930655","H9296587",2
"H39930655","H94517789",3
"H39978736","H39930655",2
"H40035090","H100955349",2
"H40035090","H22456488",2
"H40144156","H10364668",2
"H40315715","H5883567",2
"H40409691","H14692970",2
"H40409691","H2291656",4
"H40409691","H6353432",2
"H40541280","H46630199",3
"H40629622","H1215860",2
"H40629622","H17633",2
"H40629622","H45390384",2
"H40629622","H46630199",2
"H40629622","H5121445",2
"H40629622","H74778",3
"H40644141","H18220671",2
"H40644141","H23630423",2
"H40644141","H4240274",2
"H40644141","H44203219",2
"H40644141","H5448602",19
"H40644141","H69033883",2
"H40685012","H46521595",2
"H40685012","H9794313",2
"H40709062","H14497401",2
"H4071043","H10084983",2
"H4071043","H12763669",2
"H4071043","H14123150",2
"H4071043","H17633",2
"H40794568","H3186876",2
"H40797092","H29712821",4
"H40797092","H35672131",3
"H4086380","H5195482",2
"H4086965","H13493491",2
"H4088184","H101148074",2
"H4088184","H87346288",4
"H4100648","H2492536",2
"H41047431","H13817352",3
"H41047431","H20724798",2
"H41047431","H22801633",2
"H41047431","H25364945",2
"H41047431","H28011820",2
"H41047431","H28825130",3
"H41047431","H39168534",4
"H41047431","H39930655",6
"H41047431","H41262444",2
"H41047431","H592752",2
"H41047431","H96476055",3
"H41149223","H39930655",4
"H41179253","H45095645",2
"H41206001","H1468624",3
"H4125146","H1215860",2
"H4125146","H343320",5
"H4125146","H5121445",5
"H4125146","H8347591",2
"H41262444","H1864688",3
"H41262444","H31600200",2
"H41262444","H41047431",2
"H41262444","H46630199",2
"H41262444","H5314286",2
"H41262444","H54846861",2
"H41262444","H7025353",5
"H41262444","H89849",2
"H41287482","H4872794",2
"H4130856","H2598912",4
"H41468053","H1728040",2
"H4150058","H33109594",2
"H41574699","H22456488",3
"H41574699","H43881052",2
"H41574699","H67966277",2
"H4162277","H1907809",4
"H41648044","H1096793",2
"H41648044","H30100464",2
"H41648044","H8160186",2
"H41667459","H33262773",2
"H41725519","H4864162",2
"H41769914","H5318956",2
"H4179451","H13239338",2
"H4179451","H1864688",2
"H41859444","H583741",2
"H418693","H25969674",2
"H4191377","H15902586",2
"H4191377","H2944360",2
"H4191377","H39930655",3
"H4191377","H5778691",4
"H4191377","H723470",2
"H4191377","H8160186",4
"H4192192","H43372526",2
"H4192192","H43865979",2
"H42027538","H3025492",2
"H42062976","H11970274",2
"H4212613","H13275854",2
"H4212613","H29712821",4
"H4212613","H301975",3
"H4212613","H3318111",4
"H4212613","H33313857",7
"H4212613","H35672131",3
"H4212613","H75679",10
"H4212613","H8223833",2
"H4219994","H11611752",2
"H4219994","H12710712",2
"H42252030","H2291656",2
"H42252030","H7025353",2
"H42319418","H25338537",2
"H4239949","H12161205",2
"H4239949","H2038963",2
"H4239949","H6263160",2
"H4240274","H10084983",2
"H4240274","H105847496",2
"H4240274","H12514858",2
"H4240274","H13319995",3
"H4240274","H17123337",2
"H4240274","H18220671",4
"H4240274","H20548311",2
"H4240274","H22456488",2
"H4240274","H22717482",3
"H4240274","H23630423",4
"H4240274","H24709407",2
"H4240274","H25476243",2
"H4240274","H25962851",3
"H4240274","H27998750",3
"H4240274","H28827689",2
"H4240274","H2936043",2
"H4240274","H30052060",2
"H4240274","H32067",2
"H4240274","H33313857",2
"H4240274","H3393172",2
"H4240274","H35390000",2
"H4240274","H3672670",8
"H4240274","H36812494",3
"H4240274","H39930655",2
"H4240274","H40644141",2
"H4240274","H44203219",3
"H4240274","H4539831",2
"H4240274","H466987",2
"H4240274","H50159579",2
"H4240274","H5968774",8
"H4240274","H6336395",2
"H4240274","H6355960",2
"H4240274","H6429318",4
"H4240274","H69033883",4
"H4240274","H71981250",2
"H4240274","H75679",2
"H4240274","H8041566",3
"H4240274","H8321439",2
"H4240274","H86884249",2
"H4240274","H9287583",2
"H4240274","H94688469",2
"H4240274","H95154314",2
"H4240274","H98246724",2
"H42456081","H14497401",4
"H42534044","H11102678",2
"H42534044","H22239362",2
"H42534044","H49032271",2
"H42598043","H15108326",2
"H42599593","H39930655",6
"H42704857","H35194575",4
"H427473","H18054446",3
"H427473","H2909888",2
"H427473","H2944360",2
"H427473","H46582948",2
"H4275672","H79605",2
"H4280278","H17633",2
"H4280278","H2944360",2
"H4280278","H5338703",2
"H4280278","H58166745",4
"H4280278","H7612267",3
"H4280278","H9335473",4
"H4284715","H46630199",2
"H4284715","H9011212",2
"H42933839","H1479590",3
"H42933839","H19214127",2
"H42933839","H46630199",2
"H42933839","H511136",2
"H42935495","H16305092",2
"H4295608","H22239362",2
"H43014415","H2038963",2
"H43014415","H22764801",2
"H4315827","H44370029",3
"H43309278","H6353432",2
"H4331097","H32067",3
"H4331097","H949856",3
"H43372526","H3393172",2
"H43372526","H4192192",2
"H43372526","H43865979",4
"H43372526","H8008783",2
"H4341219","H1864688",2
"H4341219","H4993788",3
"H4341219","H8008783",2
"H4341219","H8160186",2
"H43492585","H11133326",6
"H43492585","H13130640",6
"H43492585","H14808350",6
"H43492585","H3354849",6
"H43492585","H5448602",6
"H43624447","H5816475",2
"H4374494","H14275599",6
"H4374494","H4492140",2
"H4374494","H8160186",3
"H4375212","H116599",3
"H4375212","H15830506",2
"H4384549","H17633",2
"H4384549","H32015",2
"H4384549","H4698675",2
"H4384549","H6147951",3
"H43865979","H30052060",2
"H43865979","H3393172",2
"H43865979","H4192192",2
"H43865979","H43372526",4
"H43865979","H8008783",2
"H43881052","H41574699",2
"H4397261","H27696",2
"H4397261","H5968774",2
"H4410578","H17916157",3
"H4410578","H22717482",4
"H4410578","H53580080",4
"H4410578","H7612267",2
"H4411541","H3936592",2
"H44203219","H11980555",2
"H44203219","H1468884",2
"H44203219","H18220671",2
"H44203219","H1864688",12
"H44203219","H23630423",2
"H44203219","H2629218",3
"H44203219","H40644141",2
"H44203219","H4240274",3
"H44203219","H6429318",3
"H44203219","H6868704",2
"H44203219","H69033883",2
"H44203219","H7025353",4
"H44203219","H8828921",2
"H4420984","H12763669",2
"H4420984","H21506582",6
"H4420984","H27746397",2
"H4420984","H39930655",4
"H44218721","H17633",2
"H44370029","H4315827",3
"H44431356","H67068549",2
"H44462","H27998750",2
"H44583929","H18507845",2
"H44583929","H487806",2
"H44746585","H32067",2
"H44746585","H9250491",2
"H4492140","H11630609",2
"H4492140","H11793019",2
"H4492140","H13711278",2
"H4492140","H14275599",3
"H4492140","H15153807",2
"H4492140","H1521226",2
"H4492140","H17035196",3
"H4492140","H20915410",2
"H4492140","H22666136",2
"H4492140","H24986051",2
"H4492140","H4374494",2
"H4492140","H6353432",2
"H44949993","H10210206",11
"H44949993","H26123572",9
"H44949993","H3672670",2
"H44949993","H5318956",18
"H44949993","H6256099",9
"H44949993","H75679",3
"H44949993","H86884249",3
"H44949993","H966613",9
"H45065765","H10871811",2
"H45065765","H14692970",2
"H45065765","H46582948",2
"H45065765","H46630199",2
"H45070984","H35295069",4
"H45070984","H6336395",3
"H45070984","H8261484",3
"H45095645","H10952517",2
"H45095645","H11630609",2
"H45095645","H12993876",2
"H45095645","H1864688",2
"H45095645","H41179253",2
"H45095645","H46542918",2
"H45095645","H5812009",2
"H45095645","H6449656",2
"H45321846","H1399272",3
"H45390384","H19214127",2
"H45390384","H28825130",2
"H45390384","H40629622",2
"H4539831","H18220671",2
"H4539831","H23630423",2
"H4539831","H4240274",2
"H4539831","H69033883",2
"H4564848","H2492536",2
"H45729407","H37722870",2
"H45729407","H55026621",3
"H4576149","H2038963",2
"H45768226","H9794313",2
"H4577780","H16245062",2
"H4577780","H4864162",2
"H4584861","H728027",2
"H458671","H118807738",2
"H458671","H2366791",2
"H45869520","H12514858",2
"H45869520","H17035196",2
"H45869520","H17381735",2
"H45869520","H33262773",11
"H45869520","H56620292",2
"H46020006","H16442013",2
"H46020006","H26017860",2
"H46020006","H3914691",2
"H46020006","H47426300",7
"H46154143","H14444017",2
"H46154143","H21916795",2
"H46154143","H672624",2
"H4617","H17633",3
"H4627692","H14808350",2
"H4627692","H2252538",2
"H4627692","H26711938",2
"H4627692","H27696",3
"H4627692","H33747834",2
"H4627692","H34193611",2
"H4627692","H37604004",3
"H4627692","H4948020",2
"H4627692","H5366096",3
"H4627692","H695008",4
"H46282344","H11403959",2
"H46282344","H11611752",2
"H46282344","H55781438",2
"H46282344","H60902756",5
"H46282344","H6092047",2
"H46282344","H8008783",3
"H4630","H12706502",2
"H4630","H21506582",2
"H4630","H24421384",2
"H4630","H89145200",2
"H46326018","H36482071",2
"H46326018","H466987",4
"H46326018","H6353432",2
"H46390478","H67068549",2
"H4645","H1215860",2
"H4645","H1399272",2
"H4645","H17633",2
"H4645","H2020995",5
"H4645","H2252538",3
"H4645","H27696",2
"H4645","H301975",3
"H4645","H343320",16
"H4645","H616715",2
"H4645","H695008",4
"H46521595","H18168898",2
"H46521595","H39930655",2
"H46521595","H40685012",2
"H46521595","H46800409",2
"H46521595","H9794313",2
"H46542918","H10871811",2
"H46542918","H10952517",2
"H46542918","H11630609",4
"H46542918","H21032851",2
"H46542918","H24049370",2
"H46542918","H253258",2
"H46542918","H45095645",2
"H46542918","H5812009",4
"H46542918","H7025353",2
"H46542918","H8201030",2
"H46542918","H82330120",2
"H46582948","H15902586",2
"H46582948","H1864688",2
"H46582948","H27323824",2
"H46582948","H2944360",4
"H46582948","H3574033",3
"H46582948","H35794807",3
"H46582948","H427473",2
"H46582948","H45065765",2
"H46582948","H611958",2
"H46582948","H6868704",2
"H46582948","H81126966",2
"H46582948","H949856",3
"H46582948","H9770738",3
"H46582948","H9907373",2
"H46630199","H100727",2
"H46630199","H10676734",2
"H46630199","H10808381",3
"H46630199","H10921367",3
"H46630199","H1096793",2
"H46630199","H10981095",3
"H46630199","H11133326",2
"H46630199","H11403959",2
"H46630199","H11630609",4
"H46630199","H12234363",2
"H46630199","H12710712",2
"H46630199","H12793504",3
"H46630199","H16088708",4
"H46630199","H1632216",2
"H46630199","H16442013",2
"H46630199","H1721549",2
"H46630199","H17633",4
"H46630199","H18483697",2
"H46630199","H1946840",2
"H46630199","H2070536",4
"H46630199","H21032851",3
"H46630199","H21088669",2
"H46630199","H21152305",2
"H46630199","H22731277",2
"H46630199","H22801633",2
"H46630199","H24336073",2
"H46630199","H25115282",2
"H46630199","H253258",2
"H46630199","H25338537",2
"H46630199","H25969674",2
"H46630199","H26017860",3
"H46630199","H26228670",2
"H46630199","H2657160",3
"H46630199","H30100464",3
"H46630199","H31548826",3
"H46630199","H32067",4
"H46630199","H3251247",2
"H46630199","H35820399",2
"H46630199","H38174123",2
"H46630199","H3914691",2
"H46630199","H39742620",2
"H46630199","H39930655",2
"H46630199","H40541280",3
"H46630199","H40629622",2
"H46630199","H41262444",2
"H46630199","H4284715",2
"H46630199","H42933839",2
"H46630199","H45065765",2
"H46630199","H47426300",7
"H46630199","H511136",2
"H46630199","H53137795",5
"H46630199","H54846861",2
"H46630199","H57601158",3
"H46630199","H6624445",2
"H46630199","H67823234",2
"H46630199","H7025353",9
"H46630199","H7247352",2
"H46630199","H7260828",2
"H46630199","H7668157",2
"H46630199","H79605",2
"H46630199","H8008783",14
"H46630199","H8160186",5
"H46630199","H824423",4
"H46630199","H8591234",2
"H46630199","H87346288",7
"H46630199","H9011212",3
"H46630199","H9520083",2
"H46630199","H9590573",3
"H46630199","H9875908",2
"H466987","H1546598",2
"H466987","H18180612",4
"H466987","H21057985",2
"H466987","H22932609",48
"H466987","H2440699",5
"H466987","H27998750",6
"H466987","H2868637",2
"H466987","H30052060",2
"H466987","H315148",2
